Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AG-4007-01A-01D-1428-01	8	47750538	47869476	52	0.1181
TCGA-AG-4007-01A-01D-1428-01	8	47869691	54541327	3486	0.4005
TCGA-AG-4007-01A-01D-1428-01	8	54542857	54544536	2	-1.2791
TCGA-AG-4007-01A-01D-1428-01	8	54545267	64847520	6327	0.4076
TCGA-AG-4007-01A-01D-1428-01	8	64847719	64898007	44	0.0684
TCGA-AG-4007-01A-01D-1428-01	8	64902340	88285385	12831	0.3895
TCGA-AG-4007-01A-01D-1428-01	8	88289450	88293571	10	-0.3564
TCGA-AG-4007-01A-01D-1428-01	8	88295982	88700499	198	0.3709
TCGA-AG-4007-01A-01D-1428-01	8	88705972	88708037	5	-0.6821
TCGA-AG-4007-01A-01D-1428-01	8	88711069	88754097	21	0.1378
TCGA-AG-4007-01A-01D-1428-01	8	88754504	90346979	992	0.3483
TCGA-AG-4007-01A-01D-1428-01	8	90352248	90427500	35	0.0938
TCGA-AG-4007-01A-01D-1428-01	8	90429705	122070547	18130	0.3906
TCGA-AG-4007-01A-01D-1428-01	8	122074232	122074408	2	-0.853
TCGA-AG-4007-01A-01D-1428-01	8	122075027	143956027	14141	0.3954
TCGA-AG-4007-01A-01D-1428-01	8	143956247	145232496	326	0.1177
TCGA-AG-4007-01A-01D-1428-01	9	789932	3257160	1748	-0.1386
TCGA-AG-4007-01A-01D-1428-01	9	3257878	3258448	2	-1.7136
TCGA-AG-4007-01A-01D-1428-01	9	3262803	31860479	17311	-0.1291
TCGA-AG-4007-01A-01D-1428-01	9	31860795	31861277	3	-1.4535
TCGA-AG-4007-01A-01D-1428-01	9	31864385	34690309	1740	-0.1432
TCGA-AG-4007-01A-01D-1428-01	9	34693760	34706604	4	-1.1529
TCGA-AG-4007-01A-01D-1428-01	9	34707653	73697722	4515	-0.1357
TCGA-AG-4007-01A-01D-1428-01	9	73700861	73702948	6	-0.7092
TCGA-AG-4007-01A-01D-1428-01	9	73703026	107371766	21759	-0.14
TCGA-AG-4007-01A-01D-1428-01	9	107371880	107374481	10	-0.837
TCGA-AG-4007-01A-01D-1428-01	9	107376588	120847851	9651	-0.1274
TCGA-AG-4007-01A-01D-1428-01	9	120848988	120849143	2	-1.8019
TCGA-AG-4007-01A-01D-1428-01	9	120852000	140938752	11190	-0.171
TCGA-AG-4007-01A-01D-1428-01	10	415240	52828115	29695	-0.141
TCGA-AG-4007-01A-01D-1428-01	10	52828171	52906874	66	-0.55
TCGA-AG-4007-01A-01D-1428-01	10	52907522	52937866	22	-0.8914
TCGA-AG-4007-01A-01D-1428-01	10	52938864	52942987	5	-1.7074
TCGA-AG-4007-01A-01D-1428-01	10	52944587	53002830	42	-0.8358
TCGA-AG-4007-01A-01D-1428-01	10	53002868	53061500	64	-0.5048
TCGA-AG-4007-01A-01D-1428-01	10	53061772	56038629	2090	-0.1338
TCGA-AG-4007-01A-01D-1428-01	10	56038831	56040184	6	-1.0764
TCGA-AG-4007-01A-01D-1428-01	10	56053425	58500774	951	-0.1658
TCGA-AG-4007-01A-01D-1428-01	10	58500914	58536063	22	-0.5556
TCGA-AG-4007-01A-01D-1428-01	10	58540286	66605483	5330	-0.1197
TCGA-AG-4007-01A-01D-1428-01	10	66605613	66605834	2	-2.1329
TCGA-AG-4007-01A-01D-1428-01	10	66605939	108214136	24817	-0.143
TCGA-AG-4007-01A-01D-1428-01	10	108214553	108215192	4	-1.2808
TCGA-AG-4007-01A-01D-1428-01	10	108216284	117441236	6189	-0.1331
TCGA-AG-4007-01A-01D-1428-01	10	117444533	117458356	17	-0.6113
TCGA-AG-4007-01A-01D-1428-01	10	117463418	135225087	11423	-0.1442
TCGA-AG-4007-01A-01D-1428-01	11	456120	24543734	15487	0.1486
TCGA-AG-4007-01A-01D-1428-01	11	24549488	24557806	9	-0.4566
TCGA-AG-4007-01A-01D-1428-01	11	24558084	24622369	49	0.1818
TCGA-AG-4007-01A-01D-1428-01	11	24624345	24625811	3	-0.8245
TCGA-AG-4007-01A-01D-1428-01	11	24626563	24856093	158	0.1111
TCGA-AG-4007-01A-01D-1428-01	11	24858636	24862981	8	-0.3834
TCGA-AG-4007-01A-01D-1428-01	11	24868304	38026499	8033	0.1553
TCGA-AG-4007-01A-01D-1428-01	11	38029901	38033354	4	-0.578
TCGA-AG-4007-01A-01D-1428-01	11	38033676	38630297	337	0.091
TCGA-AG-4007-01A-01D-1428-01	11	38632959	38635440	6	-0.5339
TCGA-AG-4007-01A-01D-1428-01	11	38638461	38890400	131	0.1112
TCGA-AG-4007-01A-01D-1428-01	11	38892370	38898581	7	-0.5904
TCGA-AG-4007-01A-01D-1428-01	11	38901195	81405455	19098	0.137
TCGA-AG-4007-01A-01D-1428-01	11	81408636	81410493	4	-0.4599
TCGA-AG-4007-01A-01D-1428-01	11	81412481	81786967	232	0.0567
TCGA-AG-4007-01A-01D-1428-01	11	81792803	81799369	13	-0.271
TCGA-AG-4007-01A-01D-1428-01	11	81800093	88303294	3873	0.1495
TCGA-AG-4007-01A-01D-1428-01	11	88309306	88309676	3	1.7244
TCGA-AG-4007-01A-01D-1428-01	11	88310297	95501862	4140	0.1532
TCGA-AG-4007-01A-01D-1428-01	11	95504406	95504778	2	-1.0022
TCGA-AG-4007-01A-01D-1428-01	11	95512249	97300681	1140	0.1349
TCGA-AG-4007-01A-01D-1428-01	11	97302294	97302824	5	-0.6522
TCGA-AG-4007-01A-01D-1428-01	11	97305328	99058630	1042	0.1174
TCGA-AG-4007-01A-01D-1428-01	11	99059004	99078729	25	-0.3378
TCGA-AG-4007-01A-01D-1428-01	11	99079575	99159007	53	0.1005
TCGA-AG-4007-01A-01D-1428-01	11	99159219	99174203	7	-0.5625
TCGA-AG-4007-01A-01D-1428-01	11	99174218	100902994	1246	0.1385
TCGA-AG-4007-01A-01D-1428-01	11	100908670	100912764	24	-0.4246
TCGA-AG-4007-01A-01D-1428-01	11	100912779	134142530	21988	0.1519
TCGA-AG-4007-01A-01D-1428-01	12	889902	23831054	13310	-0.1402
TCGA-AG-4007-01A-01D-1428-01	12	23836064	23836863	5	-1.4238
TCGA-AG-4007-01A-01D-1428-01	12	23841300	32912365	5879	-0.1336
TCGA-AG-4007-01A-01D-1428-01	12	32915079	33060986	86	-0.9627
TCGA-AG-4007-01A-01D-1428-01	12	33064966	133161346	54543	-0.1464
TCGA-AG-4007-01A-01D-1428-01	13	19450806	32911463	8125	0.3937
TCGA-AG-4007-01A-01D-1428-01	13	32912810	32920543	15	-0.2974
TCGA-AG-4007-01A-01D-1428-01	13	32920618	48918195	10505	0.3867
TCGA-AG-4007-01A-01D-1428-01	13	48921458	48922339	8	-0.338
TCGA-AG-4007-01A-01D-1428-01	13	48925191	54358052	2358	0.3887
TCGA-AG-4007-01A-01D-1428-01	13	54358114	54367610	13	-0.1025
TCGA-AG-4007-01A-01D-1428-01	13	54370070	55684627	535	0.3425
TCGA-AG-4007-01A-01D-1428-01	13	55691382	55693763	32	-0.1103
TCGA-AG-4007-01A-01D-1428-01	13	55693833	61460314	2924	0.3413
TCGA-AG-4007-01A-01D-1428-01	13	61461948	61462165	3	-0.5275
TCGA-AG-4007-01A-01D-1428-01	13	61462498	63376974	966	0.3434
TCGA-AG-4007-01A-01D-1428-01	13	63380486	63383551	9	-0.2651
TCGA-AG-4007-01A-01D-1428-01	13	63384965	63417736	19	0.3554
TCGA-AG-4007-01A-01D-1428-01	13	63419802	63425276	8	-0.3111
TCGA-AG-4007-01A-01D-1428-01	13	63427767	64093098	345	0.3028
TCGA-AG-4007-01A-01D-1428-01	13	64093661	64947753	21	-0.0951
TCGA-AG-4007-01A-01D-1428-01	13	64948410	66678457	961	0.3001
TCGA-AG-4007-01A-01D-1428-01	13	66678603	66681970	6	-0.4104
TCGA-AG-4007-01A-01D-1428-01	13	66686244	70416860	1788	0.3133
TCGA-AG-4007-01A-01D-1428-01	13	70417628	70431483	12	-0.179
TCGA-AG-4007-01A-01D-1428-01	13	70431602	71165723	426	0.3208
TCGA-AG-4007-01A-01D-1428-01	13	71167538	71169216	7	-0.2073
TCGA-AG-4007-01A-01D-1428-01	13	71173180	91994025	12565	0.3681
TCGA-AG-4007-01A-01D-1428-01	13	91995680	92005952	4	-0.4448
TCGA-AG-4007-01A-01D-1428-01	13	92007858	93380308	886	0.3934
TCGA-AG-4007-01A-01D-1428-01	13	93380513	93386072	8	-0.2466
TCGA-AG-4007-01A-01D-1428-01	13	93386386	114987458	14028	0.4022
TCGA-AG-4007-01A-01D-1428-01	14	20501368	79947839	33614	-0.1374
TCGA-AG-4007-01A-01D-1428-01	14	79949877	80024690	69	-0.5541
TCGA-AG-4007-01A-01D-1428-01	14	80026801	86908759	4475	-0.1552
TCGA-AG-4007-01A-01D-1428-01	14	86911489	86911557	3	-1.3432
TCGA-AG-4007-01A-01D-1428-01	14	86916110	87325204	195	-0.1406
TCGA-AG-4007-01A-01D-1428-01	14	87327163	87330571	8	-0.7303
TCGA-AG-4007-01A-01D-1428-01	14	87334010	95608407	5120	-0.1556
TCGA-AG-4007-01A-01D-1428-01	14	95614138	95681595	25	-0.6293
TCGA-AG-4007-01A-01D-1428-01	14	95683123	105988038	5870	-0.1674
TCGA-AG-4007-01A-01D-1428-01	15	23687685	87515835	35733	-0.1331
TCGA-AG-4007-01A-01D-1428-01	15	87516111	87541923	19	0.1943
TCGA-AG-4007-01A-01D-1428-01	15	87542058	101884307	8713	-0.1342
TCGA-AG-4007-01A-01D-1428-01	16	653459	11185208	5601	-0.1519
TCGA-AG-4007-01A-01D-1428-01	16	11187415	47378788	8594	0.1487
TCGA-AG-4007-01A-01D-1428-01	16	47379995	48629934	587	-0.1414
TCGA-AG-4007-01A-01D-1428-01	16	48631888	48771468	77	0.1259
TCGA-AG-4007-01A-01D-1428-01	16	48773870	71379383	14027	-0.1471
TCGA-AG-4007-01A-01D-1428-01	16	71381879	74473842	1786	0.1759
TCGA-AG-4007-01A-01D-1428-01	16	74473987	78682507	3070	-0.1388
TCGA-AG-4007-01A-01D-1428-01	16	78687653	78712398	33	-0.6187
TCGA-AG-4007-01A-01D-1428-01	16	78712617	78932157	42	-0.2427
TCGA-AG-4007-01A-01D-1428-01	16	78932378	78961207	21	-0.6635
TCGA-AG-4007-01A-01D-1428-01	16	78989461	82580397	3065	-0.1611
TCGA-AG-4007-01A-01D-1428-01	16	82580557	82583024	10	-0.7173
TCGA-AG-4007-01A-01D-1428-01	16	82587155	89379936	3811	-0.17
TCGA-AG-4007-01A-01D-1428-01	17	987221	21305392	9613	-0.5618
TCGA-AG-4007-01A-01D-1428-01	17	25270517	51387209	11541	0.5105
TCGA-AG-4007-01A-01D-1428-01	17	51388292	51398227	7	-0.1639
TCGA-AG-4007-01A-01D-1428-01	17	51400864	54453119	2105	0.6003
TCGA-AG-4007-01A-01D-1428-01	17	54466493	80917016	13666	0.3031
TCGA-AG-4007-01A-01D-1428-01	18	329586	12399544	7117	-0.5351
TCGA-AG-4007-01A-01D-1428-01	18	12400284	12603432	106	-0.9674
TCGA-AG-4007-01A-01D-1428-01	18	12613125	14660482	978	-0.5395
TCGA-AG-4007-01A-01D-1428-01	18	18689747	20312341	810	0.6248
TCGA-AG-4007-01A-01D-1428-01	18	20312905	21098378	393	-0.5102
TCGA-AG-4007-01A-01D-1428-01	18	21103862	22596636	1054	0.6212
TCGA-AG-4007-01A-01D-1428-01	18	22598948	27858532	3157	-0.5272
TCGA-AG-4007-01A-01D-1428-01	18	27858545	27858581	2	-3.0655
TCGA-AG-4007-01A-01D-1428-01	18	27862528	31049236	2068	-0.4935
TCGA-AG-4007-01A-01D-1428-01	18	31054375	31055968	4	-1.8165
TCGA-AG-4007-01A-01D-1428-01	18	31055996	34521805	2116	-0.5204
TCGA-AG-4007-01A-01D-1428-01	18	34525652	35613396	646	0.6097
TCGA-AG-4007-01A-01D-1428-01	18	35616750	77109240	24105	-0.532
TCGA-AG-4007-01A-01D-1428-01	19	284018	58878226	23909	0.1619
TCGA-AG-4007-01A-01D-1428-01	20	455764	12116101	7394	0.1645
TCGA-AG-4007-01A-01D-1428-01	20	12116447	12125722	4	-0.5759
TCGA-AG-4007-01A-01D-1428-01	20	12125993	13382443	904	0.1892
TCGA-AG-4007-01A-01D-1428-01	20	13390648	13395558	4	-0.4406
TCGA-AG-4007-01A-01D-1428-01	20	13396435	14527807	589	0.1874
TCGA-AG-4007-01A-01D-1428-01	20	14532829	14562460	17	-0.1575
TCGA-AG-4007-01A-01D-1428-01	20	14562792	14608923	6	-0.5638
TCGA-AG-4007-01A-01D-1428-01	20	14609157	14614171	6	-0.125
TCGA-AG-4007-01A-01D-1428-01	20	14615094	14686509	33	-0.5729
TCGA-AG-4007-01A-01D-1428-01	20	14687769	15299479	91	-1.0683
TCGA-AG-4007-01A-01D-1428-01	20	15322241	15350831	28	-0.5697
TCGA-AG-4007-01A-01D-1428-01	20	15352686	15771766	403	-0.1374
TCGA-AG-4007-01A-01D-1428-01	20	15773401	29907602	7365	0.1669
TCGA-AG-4007-01A-01D-1428-01	20	29911380	40359519	5720	0.8708
TCGA-AG-4007-01A-01D-1428-01	20	40360023	40360027	5	0.0078
TCGA-AG-4007-01A-01D-1428-01	20	40360784	45564442	3483	0.886
TCGA-AG-4007-01A-01D-1428-01	20	45567506	45567507	2	-0.4547
TCGA-AG-4007-01A-01D-1428-01	20	45568423	62219837	11179	0.8926
TCGA-AG-4007-01A-01D-1428-01	21	15347621	31370464	10233	-0.1462
TCGA-AG-4007-01A-01D-1428-01	21	31376662	32079059	452	-1.0489
TCGA-AG-4007-01A-01D-1428-01	21	32252137	47678774	9866	-0.1495
TCGA-AG-4007-01A-01D-1428-01	22	17423930	37960725	10070	-0.1589
TCGA-AG-4007-01A-01D-1428-01	22	37966033	49331012	6835	0.1322
TCGA-AG-4007-01A-01D-1428-01	23	3157107	108369609	42233	-0.2544
TCGA-AG-4007-01A-01D-1428-01	23	108369631	126538021	9019	0.5136
TCGA-AG-4007-01A-01D-1428-01	23	126538425	126553597	10	-0.2295
TCGA-AG-4007-01A-01D-1428-01	23	126557252	146065607	8888	0.5183
TCGA-AG-4007-01A-01D-1428-01	23	146072346	146077896	11	-0.1748
TCGA-AG-4007-01A-01D-1428-01	23	146078312	146537695	298	0.5036
TCGA-AG-4007-01A-01D-1428-01	23	146537721	146537738	2	-1.6555
TCGA-AG-4007-01A-01D-1428-01	23	146537757	154905589	3118	0.5216
TCGA-AG-4008-10A-01D-1428-01	1	3218610	107767681	59789	0.0029
TCGA-AG-4008-10A-01D-1428-01	1	107768364	107768828	3	-1.9559
TCGA-AG-4008-10A-01D-1428-01	1	107768859	247813706	68902	0.0021
TCGA-AG-4008-10A-01D-1428-01	2	484222	11984026	7042	-0.0079
TCGA-AG-4008-10A-01D-1428-01	2	11987497	11987932	3	-1.1292
TCGA-AG-4008-10A-01D-1428-01	2	11988084	242444173	123766	-0.0022
TCGA-AG-4008-10A-01D-1428-01	2	242445336	242451715	2	-1.5445
TCGA-AG-4008-10A-01D-1428-01	2	242453981	242476062	17	0.0059
TCGA-AG-4008-10A-01D-1428-01	3	2212571	197538677	106059	0
TCGA-AG-4008-10A-01D-1428-01	4	1053934	188763651	102418	0.001
TCGA-AG-4008-10A-01D-1428-01	5	914233	23712041	13750	-0.0013
TCGA-AG-4008-10A-01D-1428-01	5	23713221	23714217	2	-2.0617
TCGA-AG-4008-10A-01D-1428-01	5	23715529	180360469	86414	-0.0019
TCGA-AG-4008-10A-01D-1428-01	6	1014281	124852543	68430	-0.001
TCGA-AG-4008-10A-01D-1428-01	6	124855854	124857273	3	-1.5859
TCGA-AG-4008-10A-01D-1428-01	6	124857991	125379125	343	-0.0063
TCGA-AG-4008-10A-01D-1428-01	6	125384586	125384588	2	-1.147
TCGA-AG-4008-10A-01D-1428-01	6	125385470	129295174	2228	-0.0027
TCGA-AG-4008-10A-01D-1428-01	6	129295411	129295427	2	-1.2951
TCGA-AG-4008-10A-01D-1428-01	6	129299918	134697015	3658	4e-04
TCGA-AG-4008-10A-01D-1428-01	6	134697377	134697440	2	-1.2959
TCGA-AG-4008-10A-01D-1428-01	6	134697996	149664794	9202	1e-04
TCGA-AG-4008-10A-01D-1428-01	6	149664881	149665845	2	-1.3908
TCGA-AG-4008-10A-01D-1428-01	6	149666620	160071844	6765	0.0022
TCGA-AG-4008-10A-01D-1428-01	6	160074418	160075703	3	0.9465
TCGA-AG-4008-10A-01D-1428-01	6	160077173	170903919	5507	9e-04
TCGA-AG-4008-10A-01D-1428-01	7	705284	158385118	81083	0.0014
TCGA-AG-4008-10A-01D-1428-01	8	617667	145232496	81275	-0.001
TCGA-AG-4008-10A-01D-1428-01	9	789932	140938752	67800	0.0037
TCGA-AG-4008-10A-01D-1428-01	10	415240	108532624	63240	0.0019
TCGA-AG-4008-10A-01D-1428-01	10	108532777	108533358	3	-1.7317
TCGA-AG-4008-10A-01D-1428-01	10	108535006	135225087	17352	-0.0055
TCGA-AG-4008-10A-01D-1428-01	11	456120	134142530	76970	0.0014
TCGA-AG-4008-10A-01D-1428-01	12	889902	133161346	73672	-0.003
TCGA-AG-4008-10A-01D-1428-01	13	19450806	114987458	56445	0.0024
TCGA-AG-4008-10A-01D-1428-01	14	20501368	73725473	29676	0.0022
TCGA-AG-4008-10A-01D-1428-01	14	73725659	73726931	2	-1.557
TCGA-AG-4008-10A-01D-1428-01	14	73728957	105988038	19609	3e-04
TCGA-AG-4008-10A-01D-1428-01	15	23687685	27766015	2398	0.0015
TCGA-AG-4008-10A-01D-1428-01	15	27769859	27772676	4	-1.3831
TCGA-AG-4008-10A-01D-1428-01	15	27772892	101884307	41961	9e-04
TCGA-AG-4008-10A-01D-1428-01	16	653459	89379936	40660	0.0025
TCGA-AG-4008-10A-01D-1428-01	17	987221	80917016	36864	0.0057
TCGA-AG-4008-10A-01D-1428-01	18	329586	5275277	2515	-0.0036
TCGA-AG-4008-10A-01D-1428-01	18	5282442	5282665	2	-1.3
TCGA-AG-4008-10A-01D-1428-01	18	5290198	77109240	39983	-0.0045
TCGA-AG-4008-10A-01D-1428-01	19	284018	58878226	23862	0.0045
TCGA-AG-4008-10A-01D-1428-01	20	455764	15960144	9639	0.0023
TCGA-AG-4008-10A-01D-1428-01	20	15961553	15961689	2	-1.4991
TCGA-AG-4008-10A-01D-1428-01	20	15965919	62219837	27491	0.0034
TCGA-AG-4008-10A-01D-1428-01	21	15347621	47678774	20498	0.0036
TCGA-AG-4008-10A-01D-1428-01	22	17423930	49331012	16878	0.0037
TCGA-AG-4008-10A-01D-1428-01	23	3157107	8747395	878	-0.0072
TCGA-AG-4008-10A-01D-1428-01	23	8747411	8753270	3	-2.0644
TCGA-AG-4008-10A-01D-1428-01	23	8754828	37462107	14176	-0.0088
TCGA-AG-4008-10A-01D-1428-01	23	37462142	37464230	5	-2.3721
TCGA-AG-4008-10A-01D-1428-01	23	37464533	123625825	34433	-5e-04
TCGA-AG-4008-10A-01D-1428-01	23	123627426	123627540	2	-2.9843
TCGA-AG-4008-10A-01D-1428-01	23	123628221	128027511	1883	-0.013
TCGA-AG-4008-10A-01D-1428-01	23	128027920	128029224	2	-3.1814
TCGA-AG-4008-10A-01D-1428-01	23	128029717	154905589	11700	-0.0126
TCGA-AG-4008-01A-01D-1428-01	1	3218610	53850525	26478	-0.0088
TCGA-AG-4008-01A-01D-1428-01	1	53851165	53851854	2	-1.6393
TCGA-AG-4008-01A-01D-1428-01	1	53852154	247813706	102447	-0.0231
TCGA-AG-4008-01A-01D-1428-01	2	484222	77712840	45032	0.006
TCGA-AG-4008-01A-01D-1428-01	2	77716467	78025535	151	-0.2526
TCGA-AG-4008-01A-01D-1428-01	2	78025576	231258615	79423	0.0061
TCGA-AG-4008-01A-01D-1428-01	2	231265351	231266278	2	1.2369
TCGA-AG-4008-01A-01D-1428-01	2	231267643	242476062	6498	0.0166
TCGA-AG-4008-01A-01D-1428-01	3	2212571	30191123	16511	0.0096
TCGA-AG-4008-01A-01D-1428-01	3	30192544	30192565	2	-1.1019
TCGA-AG-4008-01A-01D-1428-01	3	30192777	31960845	1223	0.0252
TCGA-AG-4008-01A-01D-1428-01	3	31960866	31962393	4	-0.7253
TCGA-AG-4008-01A-01D-1428-01	3	31965758	59705135	15619	0.0224
TCGA-AG-4008-01A-01D-1428-01	3	61026351	61043263	18	-0.7426
TCGA-AG-4008-01A-01D-1428-01	3	61043432	61055149	29	-1.0731
TCGA-AG-4008-01A-01D-1428-01	3	61056151	61210985	137	-0.4937
TCGA-AG-4008-01A-01D-1428-01	3	61212774	161865945	54900	0.0086
TCGA-AG-4008-01A-01D-1428-01	3	161866223	161961458	3	0.8724
TCGA-AG-4008-01A-01D-1428-01	3	161965789	197538677	17793	0.0124
TCGA-AG-4008-01A-01D-1428-01	4	1053934	91591548	50159	0.03
TCGA-AG-4008-01A-01D-1428-01	4	91596046	91938172	210	-0.218
TCGA-AG-4008-01A-01D-1428-01	4	91938392	91938652	3	-1.0178
TCGA-AG-4008-01A-01D-1428-01	4	91938737	92033517	73	-0.2261
TCGA-AG-4008-01A-01D-1428-01	4	92034047	114001176	12043	0.033
TCGA-AG-4008-01A-01D-1428-01	4	114001887	114005386	5	-0.8326
TCGA-AG-4008-01A-01D-1428-01	4	114005646	188763651	40098	0.023
TCGA-AG-4008-01A-01D-1428-01	5	914233	2488771	608	0.3931
TCGA-AG-4008-01A-01D-1428-01	5	2491676	22023476	12261	-0.0168
TCGA-AG-4008-01A-01D-1428-01	5	22035063	55598424	16335	0.1954
TCGA-AG-4008-01A-01D-1428-01	5	55598948	59223661	2523	-0.2507
TCGA-AG-4008-01A-01D-1428-01	5	59228053	59560214	160	-0.54
TCGA-AG-4008-01A-01D-1428-01	5	59560498	111851595	27060	-0.2506
TCGA-AG-4008-01A-01D-1428-01	5	111860955	112116886	246	-1.3908
TCGA-AG-4008-01A-01D-1428-01	5	112122474	180360469	41131	-0.2553
TCGA-AG-4008-01A-01D-1428-01	6	1014281	125379125	68928	0.0012
TCGA-AG-4008-01A-01D-1428-01	6	125384586	125384588	2	-1.4071
TCGA-AG-4008-01A-01D-1428-01	6	125385470	129293743	2233	-0.0011
TCGA-AG-4008-01A-01D-1428-01	6	129295174	129295427	3	-0.8686
TCGA-AG-4008-01A-01D-1428-01	6	129299918	129710204	304	0.0043
TCGA-AG-4008-01A-01D-1428-01	6	129710676	133313442	2463	-0.4428
TCGA-AG-4008-01A-01D-1428-01	6	133315665	133864250	369	0.0646
TCGA-AG-4008-01A-01D-1428-01	6	133864458	133896189	27	-0.3741
TCGA-AG-4008-01A-01D-1428-01	6	133897107	134119854	154	0.0846
TCGA-AG-4008-01A-01D-1428-01	6	134120925	134697015	348	-0.449
TCGA-AG-4008-01A-01D-1428-01	6	134697377	134697440	2	-2.1667
TCGA-AG-4008-01A-01D-1428-01	6	134697996	135495119	530	-0.4495
TCGA-AG-4008-01A-01D-1428-01	6	135495226	135604321	158	-0.1359
TCGA-AG-4008-01A-01D-1428-01	6	135607594	137282117	1022	-0.4313
TCGA-AG-4008-01A-01D-1428-01	6	137282269	144528683	4164	0.0775
TCGA-AG-4008-01A-01D-1428-01	6	144530589	146802781	1326	-0.4522
TCGA-AG-4008-01A-01D-1428-01	6	146809716	159431779	8312	0.0738
TCGA-AG-4008-01A-01D-1428-01	6	159432566	160456163	717	-0.4504
TCGA-AG-4008-01A-01D-1428-01	6	160459205	162468450	1491	-0.0036
TCGA-AG-4008-01A-01D-1428-01	6	162470896	162479542	8	-0.4936
TCGA-AG-4008-01A-01D-1428-01	6	162481460	170903919	3801	-0.0249
TCGA-AG-4008-01A-01D-1428-01	7	705284	110157546	55938	0.154
TCGA-AG-4008-01A-01D-1428-01	7	110157630	110229058	84	-0.2292
TCGA-AG-4008-01A-01D-1428-01	7	110233572	110555950	163	0.0314
TCGA-AG-4008-01A-01D-1428-01	7	110557609	110616739	33	-0.4811
TCGA-AG-4008-01A-01D-1428-01	7	110623743	128787714	9347	0.0432
TCGA-AG-4008-01A-01D-1428-01	7	128790796	128792986	2	-1.0882
TCGA-AG-4008-01A-01D-1428-01	7	128793959	158385118	15669	0.0418
TCGA-AG-4008-01A-01D-1428-01	8	617667	35802743	20845	-0.5241
TCGA-AG-4008-01A-01D-1428-01	8	35806246	36238083	216	0.0149
TCGA-AG-4008-01A-01D-1428-01	8	36442149	42933372	3628	-0.2013
TCGA-AG-4008-01A-01D-1428-01	8	47460945	61569436	7922	0.5333
TCGA-AG-4008-01A-01D-1428-01	8	61574992	61576528	2	-1.058
TCGA-AG-4008-01A-01D-1428-01	8	61576798	92620880	17339	0.5384
TCGA-AG-4008-01A-01D-1428-01	8	92623495	92633690	10	1.0541
TCGA-AG-4008-01A-01D-1428-01	8	92635136	134219818	25338	0.5463
TCGA-AG-4008-01A-01D-1428-01	8	134219833	134251021	34	0.9323
TCGA-AG-4008-01A-01D-1428-01	8	134252732	136217862	1621	0.5496
TCGA-AG-4008-01A-01D-1428-01	8	136220935	145232496	4455	-0.1678
TCGA-AG-4008-01A-01D-1428-01	9	789932	140938752	67953	-0.0353
TCGA-AG-4008-01A-01D-1428-01	10	415240	43524628	26393	0.0058
TCGA-AG-4008-01A-01D-1428-01	10	43524701	43525742	2	-1.5733
TCGA-AG-4008-01A-01D-1428-01	10	43526023	52839673	3313	-0.0042
TCGA-AG-4008-01A-01D-1428-01	10	52839694	52931216	77	-0.2555
TCGA-AG-4008-01A-01D-1428-01	10	52937112	124028295	44408	0.0085
TCGA-AG-4008-01A-01D-1428-01	10	124028560	124167004	104	0.2874
TCGA-AG-4008-01A-01D-1428-01	10	124167455	135225087	6459	-0.0012
TCGA-AG-4008-01A-01D-1428-01	11	456120	41156309	25695	0.0128
TCGA-AG-4008-01A-01D-1428-01	11	41159119	41160136	3	0.9388
TCGA-AG-4008-01A-01D-1428-01	11	41164366	134142530	51432	0.011
TCGA-AG-4008-01A-01D-1428-01	12	889902	5437117	2745	0.0367
TCGA-AG-4008-01A-01D-1428-01	12	5439795	5439999	2	-1.175
TCGA-AG-4008-01A-01D-1428-01	12	5441267	61131421	28746	0.0371
TCGA-AG-4008-01A-01D-1428-01	12	61132706	62899757	1005	-0.4974
TCGA-AG-4008-01A-01D-1428-01	12	62900707	64899032	1134	0.0424
TCGA-AG-4008-01A-01D-1428-01	12	64910433	67275161	1471	-0.4983
TCGA-AG-4008-01A-01D-1428-01	12	67275647	71223606	2796	-0.0424
TCGA-AG-4008-01A-01D-1428-01	12	71224238	71730804	328	-0.4674
TCGA-AG-4008-01A-01D-1428-01	12	71866185	78647049	4121	0.0318
TCGA-AG-4008-01A-01D-1428-01	12	78649886	79905786	740	-0.4782
TCGA-AG-4008-01A-01D-1428-01	12	79907556	133161346	30747	0.0228
TCGA-AG-4008-01A-01D-1428-01	13	19450806	78952444	34234	0.3801
TCGA-AG-4008-01A-01D-1428-01	13	78955668	78955933	2	-0.7428
TCGA-AG-4008-01A-01D-1428-01	13	78956301	114987458	22341	0.3817
TCGA-AG-4008-01A-01D-1428-01	14	20501368	47632916	13720	-0.2022
TCGA-AG-4008-01A-01D-1428-01	14	47634767	47634843	2	-1.7071
TCGA-AG-4008-01A-01D-1428-01	14	47635668	105988038	35652	-0.2445
TCGA-AG-4008-01A-01D-1428-01	15	23687685	23798229	87	-0.3117
TCGA-AG-4008-01A-01D-1428-01	15	23799284	23799545	2	-1.6318
TCGA-AG-4008-01A-01D-1428-01	15	23800040	101884307	44353	-0.3396
TCGA-AG-4008-01A-01D-1428-01	16	653459	1861752	272	0.0394
TCGA-AG-4008-01A-01D-1428-01	16	1862673	2010873	77	0.3384
TCGA-AG-4008-01A-01D-1428-01	16	2010969	6233910	2092	0.0447
